"","Amamu1","Canalb1","Neucr4830_1","Neucr_trp3_1","SacceM3707_1","SacceM3836_1","SacceM3837_1","SacceM3838_1","SacceM3839_1"
"2.4.1.142",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.4.1.149",2.53742704897234,0,0,0,0,0,0,0,0
"2.4.1.15",5.07485409794468,3.88651379712398,3.30687830687831,4.85436893203883,12.5234815278647,12.531328320802,12.5588697017268,12.4882922260381,12.5549278091651
"2.4.1.16",20.2994163917787,15.5460551884959,23.1481481481481,14.5631067961165,9.39261114589856,9.3984962406015,9.41915227629513,9.36621916952857,9.41619585687382
"2.4.1.173",5.07485409794468,3.88651379712398,3.30687830687831,4.85436893203883,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.4.1.18",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.4.1.183",2.53742704897234,0,6.61375661375661,4.85436893203883,0,0,0,0,0
"2.4.1.198",7.61228114691703,3.88651379712398,3.30687830687831,7.28155339805825,12.5234815278647,12.531328320802,12.5588697017268,12.4882922260381,12.5549278091651
"2.4.1.34",5.07485409794468,19.4325689856199,3.30687830687831,4.85436893203883,15.6543519098309,15.6641604010025,15.6985871271586,15.6103652825476,15.6936597614564
"2.4.1.83",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.4.1.91",2.53742704897234,0,0,0,0,0,0,0,0
"2.4.2.-",2.53742704897234,3.88651379712398,13.2275132275132,4.85436893203883,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.4.2.1",7.61228114691703,11.6595413913719,0,0,9.39261114589856,9.3984962406015,9.41915227629513,9.36621916952857,9.41619585687382
"2.4.2.10",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.4.2.11",2.53742704897234,0,0,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.4.2.14",5.07485409794468,7.77302759424796,6.61375661375661,4.85436893203883,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.4.2.17",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.4.2.18",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.4.2.19",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.4.2.28",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.4.2.29",5.07485409794468,0,6.61375661375661,4.85436893203883,0,0,0,0,0
"2.4.2.3",2.53742704897234,0,0,0,0,0,0,0,0
"2.4.2.30",12.6871352448617,7.77302759424796,9.92063492063492,7.28155339805825,0,0,0,0,0
"2.4.2.7",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.4.2.9",5.07485409794468,3.88651379712398,6.61375661375661,4.85436893203883,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.5.1.16",7.61228114691703,11.6595413913719,9.92063492063492,7.28155339805825,9.39261114589856,9.3984962406015,9.41915227629513,9.36621916952857,9.41619585687382
"2.5.1.18",40.5988327835575,31.0921103769918,33.0687830687831,16.9902912621359,15.6543519098309,15.6641604010025,15.6985871271586,15.6103652825476,15.6936597614564
"2.5.1.21",5.07485409794468,7.77302759424796,6.61375661375661,4.85436893203883,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.5.1.31",2.53742704897234,0,0,2.42718446601942,0,0,0,0,0
"2.5.1.33",5.07485409794468,0,0,2.42718446601942,0,0,0,0,0
"2.5.1.6",10.1497081958894,7.77302759424796,6.61375661375661,9.70873786407767,12.5234815278647,12.531328320802,12.5588697017268,12.4882922260381,12.5549278091651
"2.5.1.8",2.53742704897234,0,0,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.5.1.9",5.07485409794468,3.88651379712398,3.30687830687831,4.85436893203883,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.6.-.-",5.07485409794468,3.88651379712398,3.30687830687831,4.85436893203883,9.39261114589856,9.3984962406015,9.41915227629513,9.36621916952857,9.41619585687382
"2.6.1.-",20.2994163917787,0,0,29.126213592233,50.093926111459,50.125313283208,50.2354788069074,49.9531689041524,50.2197112366604
"2.6.1.1",68.5105303222532,104.935872522347,59.5238095238095,65.5339805825243,56.3556668753914,56.390977443609,56.5149136577708,56.1973150171714,56.4971751412429
"2.6.1.11",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.6.1.13",5.07485409794468,7.77302759424796,6.61375661375661,4.85436893203883,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.6.1.16",5.07485409794468,7.77302759424796,6.61375661375661,4.85436893203883,18.7852222917971,18.796992481203,18.8383045525903,18.7324383390571,18.8323917137476
"2.6.1.19",12.6871352448617,0,0,12.1359223300971,15.6543519098309,15.6641604010025,15.6985871271586,15.6103652825476,15.6936597614564
"2.6.1.2",7.61228114691703,11.6595413913719,9.92063492063492,7.28155339805825,18.7852222917971,18.796992481203,18.8383045525903,18.7324383390571,18.8323917137476
"2.6.1.42",15.2245622938341,23.3190827827439,29.7619047619048,21.8446601941748,18.7852222917971,18.796992481203,18.8383045525903,18.7324383390571,18.8323917137476
"2.6.1.44",5.07485409794468,0,0,4.85436893203883,0,0,0,0,0
"2.6.1.52",5.07485409794468,7.77302759424796,6.61375661375661,4.85436893203883,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.6.1.62",2.53742704897234,7.77302759424796,3.30687830687831,2.42718446601942,6.26174076393237,6.265664160401,6.27943485086342,9.36621916952857,9.41619585687382
"2.6.1.9",10.1497081958894,15.5460551884959,13.2275132275132,9.70873786407767,12.5234815278647,12.531328320802,12.5588697017268,12.4882922260381,12.5549278091651
"2.7.-.-",7.61228114691703,15.5460551884959,9.92063492063492,7.28155339805825,21.9160926737633,21.9298245614035,21.978021978022,21.8545113955667,21.9711236660389
"2.7.1.-",405.988327835575,19.4325689856199,33.0687830687831,254.854368932039,375.704445835942,360.275689223058,361.067503924647,359.038401498595,360.954174513497
"2.7.1.1",15.2245622938341,93.2763311309755,79.3650793650794,29.126213592233,56.3556668753914,56.390977443609,56.5149136577708,56.1973150171714,56.4971751412429
"2.7.1.11",10.1497081958894,31.0921103769918,13.2275132275132,9.70873786407767,37.5704445835942,37.593984962406,37.6766091051805,24.9765844520762,37.6647834274953
"2.7.1.12",5.07485409794468,3.88651379712398,6.61375661375661,4.85436893203883,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.7.1.137",10.1497081958894,3.88651379712398,3.30687830687831,12.1359223300971,21.9160926737633,21.9298245614035,21.978021978022,21.8545113955667,21.9711236660389
"2.7.1.15",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.7.1.17",5.07485409794468,3.88651379712398,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.7.1.2",12.6871352448617,0,0,24.2718446601942,31.3087038196619,31.328320802005,31.3971742543171,31.2207305650952,31.3873195229127
"2.7.1.23",5.07485409794468,3.88651379712398,6.61375661375661,7.28155339805825,12.5234815278647,12.531328320802,12.5588697017268,12.4882922260381,12.5549278091651
"2.7.1.24",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.7.1.25",7.61228114691703,11.6595413913719,9.92063492063492,7.28155339805825,9.39261114589856,9.3984962406015,9.41915227629513,9.36621916952857,9.41619585687382
"2.7.1.26",5.07485409794468,3.88651379712398,3.30687830687831,2.42718446601942,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.7.1.29",2.53742704897234,3.88651379712398,6.61375661375661,4.85436893203883,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.7.1.3",2.53742704897234,0,3.30687830687831,2.42718446601942,0,0,0,0,0
"2.7.1.32",2.53742704897234,3.88651379712398,3.30687830687831,4.85436893203883,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.7.1.33",7.61228114691703,3.88651379712398,3.30687830687831,4.85436893203883,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.7.1.35",2.53742704897234,7.77302759424796,3.30687830687831,2.42718446601942,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.7.1.36",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.7.1.37",53.2859680284192,0,0,38.8349514563107,75.1408891671885,81.453634085213,78.4929356357928,78.0518264127381,78.4682988072819
"2.7.1.39",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.7.1.40",10.1497081958894,15.5460551884959,26.4550264550265,9.70873786407767,25.0469630557295,25.062656641604,25.1177394034537,24.9765844520762,25.1098556183302
"2.7.1.47",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.7.1.48",5.07485409794468,7.77302759424796,3.30687830687831,4.85436893203883,9.39261114589856,9.3984962406015,9.41915227629513,9.36621916952857,9.41619585687382
"2.7.1.6",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.7.1.67",10.1497081958894,11.6595413913719,6.61375661375661,16.9902912621359,18.7852222917971,15.6641604010025,18.8383045525903,15.6103652825476,18.8323917137476
"2.7.1.68",5.07485409794468,3.88651379712398,6.61375661375661,4.85436893203883,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.7.1.91",2.53742704897234,7.77302759424796,3.30687830687831,2.42718446601942,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.7.2.1",5.07485409794468,0,6.61375661375661,4.85436893203883,0,0,0,0,0
"2.7.2.11",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.7.2.3",5.07485409794468,7.77302759424796,6.61375661375661,4.85436893203883,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.7.2.4",5.07485409794468,7.77302759424796,6.61375661375661,4.85436893203883,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.7.3.-",7.61228114691703,0,0,16.9902912621359,9.39261114589856,6.265664160401,9.41915227629513,6.24414611301904,9.41619585687382
"2.7.4.-",2.53742704897234,0,0,0,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.7.4.2",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.7.4.3",5.07485409794468,11.6595413913719,9.92063492063492,7.28155339805825,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.7.4.6",5.07485409794468,7.77302759424796,6.61375661375661,4.85436893203883,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.7.4.7",2.53742704897234,0,0,2.42718446601942,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.7.4.8",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.7.4.9",5.07485409794468,3.88651379712398,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.7.6.1",10.1497081958894,31.0921103769918,26.4550264550265,24.2718446601942,31.3087038196619,31.328320802005,31.3971742543171,31.2207305650952,31.3873195229127
"2.7.6.2",5.07485409794468,7.77302759424796,6.61375661375661,4.85436893203883,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.7.7.-",15.2245622938341,38.8651379712398,26.4550264550265,14.5631067961165,31.3087038196619,31.328320802005,31.3971742543171,31.2207305650952,31.3873195229127
"2.7.7.1",2.53742704897234,0,0,2.42718446601942,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.7.7.13",2.53742704897234,15.5460551884959,6.61375661375661,7.28155339805825,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.7.7.2",2.53742704897234,7.77302759424796,6.61375661375661,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.7.7.22",2.53742704897234,0,0,0,0,0,0,0,0
"2.7.7.23",2.53742704897234,0,0,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.7.7.4",7.61228114691703,11.6595413913719,9.92063492063492,7.28155339805825,9.39261114589856,9.3984962406015,9.41915227629513,9.36621916952857,9.41619585687382
"2.7.7.41",5.07485409794468,7.77302759424796,6.61375661375661,4.85436893203883,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.7.7.49",2.53742704897234,3.88651379712398,0,0,3.13087038196619,0,0,0,0
"2.7.7.50",2.53742704897234,3.88651379712398,3.30687830687831,4.85436893203883,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.7.7.53",2.53742704897234,3.88651379712398,6.61375661375661,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.7.7.6",304.491245876681,104.935872522347,99.2063492063492,283.980582524272,328.74139010645,328.947368421053,329.67032967033,337.183890103028,329.566854990584
"2.7.7.7",220.756153260594,151.574038087835,148.809523809524,189.320388349515,300.563556668754,291.353383458647,291.993720565149,290.352794255386,291.902071563088
"2.7.7.8",10.1497081958894,0,0,4.85436893203883,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"2.7.7.9",30.4491245876681,15.5460551884959,13.2275132275132,19.4174757281553,37.5704445835942,37.593984962406,37.6766091051805,37.4648766781143,37.6647834274953
"2.7.8.-",7.61228114691703,23.3190827827439,19.8412698412698,0,0,0,0,0,0
"2.7.8.1",7.61228114691703,11.6595413913719,19.8412698412698,14.5631067961165,9.39261114589856,9.3984962406015,9.41915227629513,18.7324383390571,9.41619585687382
"2.7.8.11",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.7.8.15",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.7.8.5",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.7.8.7",2.53742704897234,3.88651379712398,0,0,0,0,0,0,0
"2.7.8.8",10.1497081958894,7.77302759424796,6.61375661375661,9.70873786407767,12.5234815278647,12.531328320802,12.5588697017268,12.4882922260381,12.5549278091651
"2.8.1.1",2.53742704897234,0,0,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.8.1.6",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"2.8.3.5",7.61228114691703,11.6595413913719,19.8412698412698,7.28155339805825,0,0,0,0,0
"3.-.-.-",17.7619893428064,31.0921103769918,9.92063492063492,12.1359223300971,18.7852222917971,18.796992481203,18.8383045525903,18.7324383390571,18.8323917137476
"3.1.-.-",27.9116975386958,54.4111931597357,46.2962962962963,24.2718446601942,28.1778334376957,28.1954887218045,28.2574568288854,28.0986575085857,28.2485875706215
"3.1.1.-",68.5105303222532,104.935872522347,59.5238095238095,65.5339805825243,103.318722604884,112.781954887218,113.029827315542,103.028410864814,112.994350282486
"3.1.1.1",22.8368434407511,0,0,4.85436893203883,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"3.1.1.23",2.53742704897234,19.4325689856199,19.8412698412698,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"3.1.1.29",10.1497081958894,15.5460551884959,6.61375661375661,7.28155339805825,9.39261114589856,9.3984962406015,9.41915227629513,9.36621916952857,9.41619585687382
"3.1.1.3",17.7619893428064,54.4111931597357,36.3756613756614,14.5631067961165,12.5234815278647,12.531328320802,12.5588697017268,12.4882922260381,15.6936597614564
"3.1.1.31",2.53742704897234,7.77302759424796,3.30687830687831,2.42718446601942,15.6543519098309,15.6641604010025,15.6985871271586,15.6103652825476,15.6936597614564
"3.1.1.45",2.53742704897234,11.6595413913719,23.1481481481481,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"3.1.1.47",83.7350926160873,0,6.61375661375661,19.4174757281553,43.8321853475266,43.859649122807,43.956043956044,43.7090227911333,43.9422473320778
"3.1.1.5",20.2994163917787,27.2055965798679,9.92063492063492,7.28155339805825,12.5234815278647,12.531328320802,12.5588697017268,12.4882922260381,12.5549278091651
"3.1.11.1",17.7619893428064,0,0,7.28155339805825,9.39261114589856,9.3984962406015,9.41915227629513,9.36621916952857,9.41619585687382
"3.1.13.-",25.3742704897234,19.4325689856199,16.5343915343915,21.8446601941748,28.1778334376957,28.1954887218045,28.2574568288854,28.0986575085857,28.2485875706215
"3.1.13.1",10.1497081958894,0,0,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"3.1.13.4",17.7619893428064,7.77302759424796,9.92063492063492,16.9902912621359,18.7852222917971,18.796992481203,18.8383045525903,18.7324383390571,18.8323917137476
"3.1.2.-",2.53742704897234,7.77302759424796,6.61375661375661,0,0,0,0,0,0
"3.1.2.12",2.53742704897234,3.88651379712398,3.30687830687831,0,0,0,0,0,0
"3.1.2.15",40.5988327835575,0,0,38.8349514563107,65.7482780212899,62.65664160401,65.9340659340659,59.3193880736809,65.9133709981168
"3.1.2.16",2.53742704897234,0,0,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"3.1.2.2",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"3.1.2.22",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,0,0,0,0,0
"3.1.2.6",2.53742704897234,3.88651379712398,9.92063492063492,7.28155339805825,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"3.1.21.-",5.07485409794468,7.77302759424796,6.61375661375661,4.85436893203883,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"3.1.26.-",5.07485409794468,3.88651379712398,9.92063492063492,7.28155339805825,0,0,0,0,0
"3.1.26.3",2.53742704897234,3.88651379712398,3.30687830687831,4.85436893203883,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"3.1.26.4",5.07485409794468,15.5460551884959,6.61375661375661,4.85436893203883,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"3.1.26.5",10.1497081958894,34.9786241741158,26.4550264550265,9.70873786407767,18.7852222917971,18.796992481203,18.8383045525903,18.7324383390571,18.8323917137476
"3.1.27.1",10.1497081958894,11.6595413913719,3.30687830687831,0,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"3.1.27.9",7.61228114691703,7.77302759424796,6.61375661375661,7.28155339805825,12.5234815278647,12.531328320802,12.5588697017268,12.4882922260381,12.5549278091651
"3.1.3.-",76.1228114691703,93.2763311309755,119.047619047619,29.126213592233,56.3556668753914,56.390977443609,56.5149136577708,56.1973150171714,56.4971751412429
"3.1.3.11",10.1497081958894,15.5460551884959,13.2275132275132,9.70873786407767,12.5234815278647,12.531328320802,12.5588697017268,12.4882922260381,12.5549278091651
"3.1.3.15",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"3.1.3.16",68.5105303222532,81.6167897396036,52.9100529100529,50.9708737864078,84.533500313087,81.453634085213,84.7723704866562,87.4180455822666,84.7457627118644
"3.1.3.18",2.53742704897234,0,0,2.42718446601942,6.26174076393237,6.265664160401,9.41915227629513,6.24414611301904,6.27746390458255
"3.1.3.2",30.4491245876681,31.0921103769918,46.2962962962963,24.2718446601942,25.0469630557295,25.062656641604,25.1177394034537,31.2207305650952,25.1098556183302
"3.1.3.25",7.61228114691703,0,19.8412698412698,14.5631067961165,18.7852222917971,18.796992481203,18.8383045525903,18.7324383390571,18.8323917137476
"3.1.3.33",2.53742704897234,0,0,0,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"3.1.3.36",5.07485409794468,3.88651379712398,9.92063492063492,4.85436893203883,0,0,0,0,0
"3.1.3.4",10.1497081958894,7.77302759424796,6.61375661375661,9.70873786407767,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"3.1.3.41",2.53742704897234,11.6595413913719,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"3.1.3.46",7.61228114691703,0,3.30687830687831,4.85436893203883,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"3.1.3.48",38.0614057345851,46.6381655654878,29.7619047619048,33.9805825242718,46.9630557294928,46.9924812030075,47.0957613814757,46.8310958476428,47.0809792843691
"3.1.3.56",7.61228114691703,11.6595413913719,3.30687830687831,9.70873786407767,12.5234815278647,12.531328320802,12.5588697017268,12.4882922260381,12.5549278091651
"3.1.30.2",2.53742704897234,0,0,0,0,0,0,0,0
"3.1.4.1",10.1497081958894,0,0,7.28155339805825,9.39261114589856,9.3984962406015,9.41915227629513,9.36621916952857,9.41619585687382
"3.1.4.11",12.6871352448617,3.88651379712398,13.2275132275132,9.70873786407767,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"3.1.4.12",10.1497081958894,19.4325689856199,6.61375661375661,4.85436893203883,0,0,0,0,0
"3.1.4.17",7.61228114691703,7.77302759424796,6.61375661375661,4.85436893203883,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"3.1.4.4",15.2245622938341,7.77302759424796,19.8412698412698,77.6699029126214,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"3.1.4.46",10.1497081958894,15.5460551884959,6.61375661375661,4.85436893203883,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"3.1.6.-",2.53742704897234,0,0,2.42718446601942,0,0,0,0,0
"3.2.1.-",10.1497081958894,0,0,9.70873786407767,12.5234815278647,12.531328320802,12.5588697017268,12.4882922260381,12.5549278091651
"3.2.1.1",5.07485409794468,0,13.2275132275132,7.28155339805825,0,0,0,0,0
"3.2.1.106",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"3.2.1.113",15.2245622938341,3.88651379712398,26.4550264550265,14.5631067961165,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"3.2.1.14",35.5239786856128,15.5460551884959,26.4550264550265,24.2718446601942,9.39261114589856,9.3984962406015,12.5588697017268,9.36621916952857,12.5549278091651
"3.2.1.18",147.170768840396,7.77302759424796,0,388.349514563107,162.805259862242,150.375939849624,169.544740973312,174.836091164533,163.214061519146
"3.2.1.20",20.2994163917787,31.0921103769918,33.0687830687831,29.126213592233,43.8321853475266,37.593984962406,31.3971742543171,37.4648766781143,43.9422473320778
"3.2.1.21",22.8368434407511,58.2977069568597,69.4444444444444,65.5339805825243,0,0,0,0,0
"3.2.1.22",20.2994163917787,0,0,0,25.0469630557295,25.062656641604,25.1177394034537,24.9765844520762,25.1098556183302
"3.2.1.23",12.6871352448617,0,66.1375661375661,24.2718446601942,0,0,0,0,0
"3.2.1.24",2.53742704897234,7.77302759424796,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"3.2.1.25",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,0,0,0,0,0
"3.2.1.28",5.07485409794468,7.77302759424796,6.61375661375661,4.85436893203883,9.39261114589856,9.3984962406015,9.41915227629513,9.36621916952857,9.41619585687382
"3.2.1.3",111.646790154783,3.88651379712398,3.30687830687831,220.873786407767,43.8321853475266,43.859649122807,40.8163265306123,34.3428036216047,37.6647834274953
"3.2.1.4",2.53742704897234,0,69.4444444444444,0,0,0,0,0,0
"3.2.1.45",2.53742704897234,0,3.30687830687831,2.42718446601942,0,0,0,0,0
"3.2.1.50",2.53742704897234,0,0,0,0,0,0,0,0
"3.2.1.52",25.3742704897234,38.8651379712398,49.6031746031746,24.2718446601942,0,0,0,0,0
"3.2.1.58",25.3742704897234,23.3190827827439,26.4550264550265,7.28155339805825,25.0469630557295,25.062656641604,25.1177394034537,24.9765844520762,25.1098556183302
"3.2.1.59",2.53742704897234,0,9.92063492063492,12.1359223300971,0,0,0,0,0
"3.2.1.73",2.53742704897234,0,9.92063492063492,14.5631067961165,12.5234815278647,12.531328320802,12.5588697017268,12.4882922260381,12.5549278091651
"3.2.2.-",7.61228114691703,3.88651379712398,16.5343915343915,9.70873786407767,12.5234815278647,15.6641604010025,15.6985871271586,15.6103652825476,15.6936597614564
"3.2.2.1",10.1497081958894,0,0,9.70873786407767,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"3.2.2.21",2.53742704897234,3.88651379712398,3.30687830687831,0,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"3.3.1.1",5.07485409794468,7.77302759424796,6.61375661375661,4.85436893203883,6.26174076393237,6.265664160401,6.27943485086342,6.24414611301904,6.27746390458255
"3.3.2.6",2.53742704897234,3.88651379712398,3.30687830687831,2.42718446601942,3.13087038196619,3.1328320802005,3.13971742543171,3.12207305650952,3.13873195229127
"3.4.-.-",50.7485409794468,54.4111931597357,59.5238095238095,33.9805825242718,25.0469630557295,25.062656641604,25.1177394034537,24.9765844520762,25.1098556183302
"3.4.11.-",2.53742704897234,7.77302759424796,6.61375661375661,4.85436893203883,12.5234815278647,12.531328320802,12.5588697017268,12.4882922260381,12.5549278091651
"3.4.11.1",2.53742704897234,0,0,0,0,0,0,0,0
